Month,Posting Date,No Of Trans,Settlement Currency,Settlement Amount,Terminal Capability,Clearing Service,Payment Product,Fee Tier,Region,Fee %,Base,Fee Maximum,Comm. Amt,FPI,Acquirer BIN/ICA,Geographical Location,Fee No.,CardType,Region,Assessments,Service Charge,Total Fees
2/28/15,24/02/2015,11,CAD,8561.81,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,15.82,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,10.79,7.43,34.04
2/28/15,25/02/2015,4,CAD,5280.04,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,15.41,  BU4,424469,Sub-Regional - Foreign - EEA,500047639,Credit,Europe,2.27,2.7,20.38
2/28/15,25/02/2015,1,CAD,-351.51,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,-1.05,  BU4,424469,Sub-Regional - Foreign - EEA,500047639,Credit,Europe,-0.12,0.68,-0.5
2/28/15,25/02/2015,1,CAD,800,"""eCommerce""",Clr Mastercard Int,Cl - EC Corp,General,Foreign - EEA,1.9,EUR 0.0000,0,15.19,  BJ8,4441,Sub-Regional - Foreign - EEA,3087861699,Credit,Europe,1.05,0.68,16.91
2/28/15,27/02/2015,1,CAD,660,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - EEA,0.18,EUR 0.0250,0,1.23,  BI6,4441,Sub-Regional - Foreign - EEA,500025663,Credit,Europe,0.87,0.68,2.78
2/28/15,2/2/15,7,CAD,1692.97,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,5.17,  BU4,424469,Sub-Regional - Foreign - EEA,500047639,Credit,Europe,0.75,4.73,10.64
2/28/15,3/2/15,1,CAD,4575,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - NEEA-EEA,0.29,EUR 0.0200,0,13.3,  59W,424469,Sub-Regional - Foreign - NEEA-EEA,500066001,Credit,Europe,1.97,0.68,15.95
2/28/15,4/2/15,1,CAD,1512,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - EEA,0.18,EUR 0.0250,0,2.75,  BI6,4441,Sub-Regional - Foreign - EEA,500025663,Credit,Europe,1.94,0.68,5.37
2/28/15,8/2/15,2,CAD,475,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - NEEA-EEA,0.29,EUR 0.0200,0,1.42,  59W,424469,Sub-Regional - Foreign - NEEA-EEA,500066001,Credit,Europe,0.23,1.35,3
2/28/15,9/2/15,1,CAD,3300,"""eCommerce""",Clr Mastercard Int,Cl - MC New World,General,Foreign - EEA,0.87,EUR 0.0000,0,28.7,  NN8,4441,Sub-Regional - Foreign - EEA,500055493,Credit,Europe,4.19,0.68,33.56
2/28/15,9/2/15,1,CAD,196.88,"""eCommerce""",Clr Mastercard Int,Cl - MC Rewards,General,Foreign - EEA,0.18,EUR 0.0250,0,0.4,  BI6,4441,Sub-Regional - Foreign - EEA,500025667,Credit,Europe,0.29,0.68,1.37
2/28/15,10/2/15,5,CAD,3480,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,5.66,  NM8,424469,Sub-Regional - Foreign - EEA,500060079,Debit,Europe,0.9,3.38,9.93
2/28/15,12/2/15,7,CAD,9760.16,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,17.85,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,12.29,4.73,34.87
2/28/15,13/02/2015,1,CAD,608.93,"""eCommerce""",Clr Mastercard Int,Cl - MC New World,General,Foreign - EEA,0.87,EUR 0.0000,0,5.3,  NN8,4441,Sub-Regional - Foreign - EEA,500055493,Credit,Europe,0.81,0.68,6.78
2/28/15,15/02/2015,2,CAD,3797.63,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,6.11,  NM8,424469,Sub-Regional - Foreign - EEA,500060079,Debit,Europe,0.98,1.35,8.44
2/28/15,15/02/2015,1,CAD,2417.5,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - EEA,0.18,EUR 0.0250,0,4.4,  BI6,4441,Sub-Regional - Foreign - EEA,500025663,Credit,Europe,3.08,0.68,8.15
2/28/15,15/02/2015,3,CAD,1678,"""eCommerce""",Clr Mastercard Int,Cl - MC New World,General,Foreign - EEA,0.87,EUR 0.0000,0,14.6,  NN8,4441,Sub-Regional - Foreign - EEA,500055493,Credit,Europe,2.15,2.03,18.78
2/28/15,16/02/2015,2,CAD,1496.07,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,4.38,  BU4,424469,Sub-Regional - Foreign - EEA,500047639,Credit,Europe,0.66,1.35,6.39
2/28/15,17/02/2015,1,CAD,275.63,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,0.82,  BU4,424469,Sub-Regional - Foreign - EEA,500047631,Credit,Europe,0.14,0.68,1.64
2/28/15,17/02/2015,2,CAD,-656.43,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,-1.94,  BU4,424469,Sub-Regional - Foreign - EEA,500047639,Credit,Europe,-0.25,1.35,-0.84
2/28/15,19/02/2015,1,CAD,1770,"""eCommerce""",Clr Mastercard Int,Cl-MC PrePaid,General,Foreign - EEA,0.18,EUR 0.0250,0,3.22,  CC5,4441,Sub-Regional - Foreign - EEA,500026198,Credit,Europe,2.27,0.68,6.16
2/28/15,19/02/2015,1,CAD,-100,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,-0.31,  BU4,424469,Sub-Regional - Foreign - EEA,500047639,Credit,Europe,-0.02,0.68,0.35
2/28/15,22/02/2015,1,CAD,-57,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,-0.14,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,-0.03,0.68,0.51
2/28/15,24/02/2015,1,CAD,311.85,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,0.52,  NM8,424469,Sub-Regional - Foreign - EEA,500060079,Debit,Europe,0.1,0.68,1.3
2/28/15,25/02/2015,7,CAD,4078.55,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,7.59,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,5.16,4.73,17.48
2/28/15,25/02/2015,2,CAD,2188,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - EMEA,1.45,EUR 0.0000,0,31.72,  O62,424469,Sub-Regional - Foreign - EEA,9339732799,Credit,Europe,0.96,1.35,34.03
2/28/15,25/02/2015,1,CAD,-500,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,-0.93,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,-0.58,0.68,-0.84
2/28/15,26/02/2015,1,CAD,2576.4,"""eCommerce""",Clr Mastercard Int,Cl - EC Corp,General,Foreign - EEA,1.9,EUR 0.0000,0,48.95,  BJ8,4441,Sub-Regional - Foreign - EEA,3087861699,Credit,Europe,3.28,0.68,52.9
2/28/15,26/02/2015,2,CAD,1257,"""eCommerce""",Clr Mastercard Int,Cl - MC New World,General,Foreign - EEA,0.87,EUR 0.0000,0,10.94,  NN8,4441,Sub-Regional - Foreign - EEA,500055493,Credit,Europe,1.62,1.35,13.91
2/28/15,26/02/2015,2,CAD,-173.79,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,-0.54,  BU4,424469,Sub-Regional - Foreign - EEA,500047639,Credit,Europe,-0.05,1.35,0.76
2/28/15,27/02/2015,1,CAD,2373.75,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,3.82,  NM8,424469,Sub-Regional - Foreign - EEA,500060079,Debit,Europe,0.62,0.68,5.11
2/28/15,1/2/15,6,CAD,4775.9,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,14.08,  BU4,424469,Sub-Regional - Foreign - EEA,500047631,Credit,Europe,2.06,4.05,20.19
2/28/15,1/2/15,6,CAD,2017.89,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,6.08,  BU4,424469,Sub-Regional - Foreign - EEA,500047639,Credit,Europe,0.88,4.05,11.01
2/28/15,2/2/15,1,CAD,-200,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,-0.61,  BU4,424469,Sub-Regional - Foreign - EEA,500047639,Credit,Europe,-0.06,0.68,0.01
2/28/15,2/2/15,1,CAD,500,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - EEA,0.18,EUR 0.0250,0,0.94,  BI6,4441,Sub-Regional - Foreign - EEA,500025663,Credit,Europe,0.67,0.68,2.29
2/28/15,3/2/15,4,CAD,2454,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,4.55,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,3.12,2.7,10.37
2/28/15,3/2/15,9,CAD,9973.14,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,16.1,  NM8,424469,Sub-Regional - Foreign - EEA,500060079,Debit,Europe,2.52,6.08,24.69
2/28/15,5/2/15,8,CAD,5516.65,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,10.25,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,6.97,5.4,22.62
2/28/15,8/2/15,1,CAD,-465,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,-0.88,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,-0.54,0.68,-0.74
2/28/15,8/2/15,2,CAD,1450,"""eCommerce""",Clr VISA Int.,Cl - Visa PrePaid,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,2.36,  01B,424469,Sub-Regional - Foreign - EEA,500060183,Debit,Europe,0.39,1.35,4.1
2/28/15,10/2/15,1,CAD,1482,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,4.32,  BU4,424469,Sub-Regional - Foreign - EEA,500047631,Credit,Europe,0.66,0.68,5.65
2/28/15,9/2/15,1,CAD,2500,"""eCommerce""",Clr Mastercard Int,Cl - EC Corp,General,Foreign - EEA,1.9,EUR 0.0000,0,47.51,  BJ8,4441,Sub-Regional - Foreign - EEA,3087861699,Credit,Europe,3.18,0.68,51.37
2/28/15,9/2/15,1,CAD,447.5,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - EEA,0.18,EUR 0.0250,0,0.84,  BI6,4441,Sub-Regional - Foreign - EEA,500025663,Credit,Europe,0.61,0.68,2.12
2/28/15,10/2/15,7,CAD,7235.5,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,13.28,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,9.13,4.73,27.13
2/28/15,11/2/15,8,CAD,7590,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,22.18,  BU4,424469,Sub-Regional - Foreign - EEA,500047639,Credit,Europe,3.25,5.4,30.83
2/28/15,11/2/15,1,CAD,760.2,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,2.22,  BU4,424469,Sub-Regional - Foreign - EEA,500047631,Credit,Europe,0.35,0.68,3.24
2/28/15,13/02/2015,3,CAD,2720.5,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,7.95,  BU4,424469,Sub-Regional - Foreign - EEA,500047639,Credit,Europe,1.18,2.03,11.16
2/28/15,13/02/2015,1,CAD,500,"""eCommerce""",Clr Mastercard Int,Cl - EC Corp,General,Foreign - EEA,1.9,EUR 0.0000,0,9.5,  BJ8,4441,Sub-Regional - Foreign - EEA,3087861699,Credit,Europe,0.67,0.68,10.85
2/28/15,16/02/2015,5,CAD,3398.33,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,6.3,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,4.31,3.38,13.98
2/28/15,19/02/2015,1,CAD,93.88,"""eCommerce""",Clr Mastercard Int,Cl - EC Corp,General,Foreign - EEA,1.9,EUR 0.0000,0,1.78,  BJ8,4441,Sub-Regional - Foreign - EEA,3087861699,Credit,Europe,0.16,0.68,2.62
2/28/15,20/02/2015,2,CAD,755,"""eCommerce""",Clr Mastercard Int,Cl - MC Rewards,General,Foreign - EEA,0.18,EUR 0.0250,0,1.45,  BI6,4441,Sub-Regional - Foreign - EEA,500025667,Credit,Europe,0.99,1.35,3.79
2/28/15,20/02/2015,2,CAD,270,"""eCommerce""",Clr Mastercard Int,Cl - MC New World,General,Foreign - EEA,0.87,EUR 0.0000,0,2.35,  NN8,4441,Sub-Regional - Foreign - EEA,500055493,Credit,Europe,0.38,1.35,4.08
2/28/15,22/02/2015,3,CAD,3712.07,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - NEEA-EEA,0.29,EUR 0.0200,0,10.84,  59W,424469,Sub-Regional - Foreign - NEEA-EEA,500066001,Credit,Europe,1.6,2.03,14.47
2/28/15,22/02/2015,2,CAD,1660.5,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - EEA,0.18,EUR 0.0250,0,3.06,  BI6,4441,Sub-Regional - Foreign - EEA,500025663,Credit,Europe,2.13,1.35,6.54
2/28/15,22/02/2015,1,CAD,-500,"""eCommerce""",Clr Mastercard Int,Cl-MC PrePaid,General,Foreign - EEA,0.18,EUR 0.0250,0,-0.94,  CC5,4441,Sub-Regional - Foreign - EEA,500026198,Credit,Europe,-0.58,0.68,-0.85
2/28/15,23/02/2015,13,CAD,4359,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,12.9,  BU4,424469,Sub-Regional - Foreign - EEA,500047639,Credit,Europe,1.88,8.78,23.55
2/28/15,24/02/2015,1,CAD,-1500,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,-2.73,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,-1.84,0.68,-3.89
2/28/15,24/02/2015,4,CAD,3938.5,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,11.51,  BU4,424469,Sub-Regional - Foreign - EEA,500047639,Credit,Europe,1.7,2.7,15.91
2/28/15,24/02/2015,1,CAD,-500,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,-0.81,  NM8,424469,Sub-Regional - Foreign - EEA,500060079,Debit,Europe,-0.1,0.68,-0.23
2/28/15,24/02/2015,1,CAD,446.25,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,1.32,  BU1,424469,Sub-Regional - Foreign - EEA,500047584,Credit,Europe,0.22,0.68,2.21
2/28/15,1/2/15,1,CAD,142.5,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - EEA,0.18,EUR 0.0250,0,0.29,  BI6,4441,Sub-Regional - Foreign - EEA,500025663,Credit,Europe,0.22,0.68,1.19
2/28/15,1/2/15,1,CAD,1625,"""eCommerce""",Clr Mastercard Int,Cl - EC Corp,General,Foreign - EEA,1.9,EUR 0.0000,0,30.88,  BJ8,4441,Sub-Regional - Foreign - EEA,3087861699,Credit,Europe,2.08,0.68,33.64
2/28/15,2/2/15,1,CAD,5750,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,9.23,  NM8,424469,Sub-Regional - Foreign - EEA,500060060,Debit,Europe,1.46,0.68,11.37
2/28/15,4/2/15,2,CAD,-200,"""eCommerce""",Clr Mastercard Int,Cl - MC New World,General,Foreign - EEA,0.87,EUR 0.0000,0,-1.76,  NN8,4441,Sub-Regional - Foreign - EEA,500055493,Credit,Europe,-0.21,1.35,-0.62
2/28/15,4/2/15,6,CAD,5876.4,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,9.51,  NM8,424469,Sub-Regional - Foreign - EEA,500060079,Debit,Europe,1.49,4.05,15.05
2/28/15,4/2/15,5,CAD,5758.39,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,10.54,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,7.27,3.38,21.19
2/28/15,5/2/15,1,CAD,1510,"""eCommerce""",Clr Mastercard Int,Cl-MC PrePaid,General,Foreign - EEA,0.18,EUR 0.0250,0,2.75,  CC5,4441,Sub-Regional - Foreign - EEA,500026198,Credit,Europe,1.94,0.68,5.36
2/28/15,5/2/15,2,CAD,979.71,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,1.61,  NM8,424469,Sub-Regional - Foreign - EEA,500060079,Debit,Europe,0.27,1.35,3.23
2/28/15,6/2/15,6,CAD,6273.76,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,11.51,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,7.92,4.05,23.48
2/28/15,9/2/15,1,CAD,-500,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,-0.94,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,-0.58,0.68,-0.85
2/28/15,10/2/15,1,CAD,1768,"""eCommerce""",Clr Mastercard Int,Cl-MC PrePaid,General,Foreign - EEA,0.18,EUR 0.0250,0,3.21,  CC5,4441,Sub-Regional - Foreign - EEA,500026198,Credit,Europe,2.26,0.68,6.15
2/28/15,11/2/15,1,CAD,500,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,0.82,  NM8,424469,Sub-Regional - Foreign - EEA,500060079,Debit,Europe,0.15,0.68,1.65
2/28/15,12/2/15,1,CAD,-445,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,-1.31,  BU4,424469,Sub-Regional - Foreign - EEA,500047639,Credit,Europe,-0.16,0.68,-0.8
2/28/15,13/02/2015,1,CAD,-300,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,-0.5,  NM8,424469,Sub-Regional - Foreign - EEA,500060079,Debit,Europe,-0.05,0.68,0.13
2/28/15,16/02/2015,2,CAD,1681.25,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - EEA,0.18,EUR 0.0250,0,3.1,  BI6,4441,Sub-Regional - Foreign - EEA,500025663,Credit,Europe,2.15,1.35,6.6
2/28/15,17/02/2015,1,CAD,-300,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,-0.58,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,-0.33,0.68,-0.24
2/28/15,18/02/2015,2,CAD,820.25,"""eCommerce""",Clr Mastercard Int,Cl - EC Corp,General,Foreign - EEA,1.9,EUR 0.0000,0,15.58,  BJ8,4441,Sub-Regional - Foreign - EEA,3087861699,Credit,Europe,1.07,1.35,18
2/28/15,19/02/2015,6,CAD,2628.93,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,4.98,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,3.34,4.05,12.37
2/28/15,20/02/2015,2,CAD,1478,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,4.33,  BU4,424469,Sub-Regional - Foreign - EEA,500047639,Credit,Europe,0.65,1.35,6.33
2/28/15,20/02/2015,4,CAD,3062.28,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,5.69,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,3.89,2.7,12.28
2/28/15,22/02/2015,2,CAD,425,"""eCommerce""",Clr Mastercard Int,Cl - EC Corp,General,Foreign - EEA,1.9,EUR 0.0000,0,8.08,  BJ8,4441,Sub-Regional - Foreign - EEA,3087861699,Credit,Europe,0.58,1.35,10.01
2/28/15,22/02/2015,2,CAD,-350,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,-0.59,  NM8,424469,Sub-Regional - Foreign - EEA,500060079,Debit,Europe,-0.06,1.35,0.7
2/28/15,22/02/2015,1,CAD,745.2,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - EMEA,0,EUR 0.6000,0,0.85,  P72,424469,Sub-Regional - Foreign - EEA,9987422799,Debit,Europe,0.21,0.68,1.74
2/28/15,25/02/2015,1,CAD,-3133.71,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - NEEA-EEA,0.29,EUR 0.0200,0,-9.1,  59W,424469,Sub-Regional - Foreign - NEEA-EEA,500066001,Credit,Europe,-1.31,0.68,-9.73
2/28/15,26/02/2015,3,CAD,2787.9,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,4.51,  NM8,424469,Sub-Regional - Foreign - EEA,500060079,Debit,Europe,0.72,2.03,7.26
2/28/15,27/02/2015,1,CAD,950,"""eCommerce""",Clr Mastercard Int,Cl - MC New World,General,Foreign Western,1.7,EUR 0.0000,0,16.15,  BW9,4441,Sub-Regional - Foreign Western,3198826699,Credit,Rest,6.27,0.68,23.1
2/28/15,2/2/15,1,CAD,393.22,"""eCommerce""",Clr Mastercard Int,All Services,General,Foreign - EEA,0.17,EUR 0.0250,0,0.71,  NN3,4441,Sub-Regional - Foreign - EEA,3853309999,Debit,Europe,0.54,0.68,1.92
2/28/15,5/2/15,1,CAD,-300,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - EEA,0.18,EUR 0.0250,0,-0.57,  BI6,4441,Sub-Regional - Foreign - EEA,500025663,Credit,Europe,-0.33,0.68,-0.23
2/28/15,5/2/15,1,CAD,1512,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - EEA,0.18,EUR 0.0250,0,2.75,  BI6,4441,Sub-Regional - Foreign - EEA,500025663,Credit,Europe,1.94,0.68,5.37
2/28/15,5/2/15,1,CAD,200,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,0.63,  BU4,424469,Sub-Regional - Foreign - EEA,500047631,Credit,Europe,0.11,0.68,1.42
2/28/15,10/2/15,6,CAD,7431.61,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,21.68,  BU4,424469,Sub-Regional - Foreign - EEA,500047639,Credit,Europe,3.18,4.05,28.91
2/28/15,9/2/15,4,CAD,3407.5,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,5.54,  NM8,424469,Sub-Regional - Foreign - EEA,500060079,Debit,Europe,0.88,2.7,9.12
2/28/15,11/2/15,1,CAD,-500,"""eCommerce""",Clr Mastercard Int,Cl - MC Rewards,General,Foreign - EEA,0.18,EUR 0.0250,0,-0.94,  BI6,4441,Sub-Regional - Foreign - EEA,500025667,Credit,Europe,-0.58,0.68,-0.85
2/28/15,15/02/2015,12,CAD,9803.55,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,18.13,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,12.35,8.1,38.58
2/28/15,15/02/2015,2,CAD,637.5,"""eCommerce""",Clr Mastercard Int,Cl - MC New World,General,Foreign Western,1.7,EUR 0.0000,0,10.84,  BW9,4441,Sub-Regional - Foreign Western,3198826699,Credit,Rest,4.26,1.35,16.45
2/28/15,16/02/2015,2,CAD,750,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,1.25,  NM8,424469,Sub-Regional - Foreign - EEA,500060079,Debit,Europe,0.21,1.35,2.81
2/28/15,17/02/2015,4,CAD,2929.15,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,5.45,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,3.72,2.7,11.87
2/28/15,18/02/2015,1,CAD,-825,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,-2.4,  BU4,424469,Sub-Regional - Foreign - EEA,500047639,Credit,Europe,-0.32,0.68,-2.05
2/28/15,18/02/2015,6,CAD,7083.13,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,20.64,  BU4,424469,Sub-Regional - Foreign - EEA,500047639,Credit,Europe,3.04,4.05,27.73
2/28/15,19/02/2015,3,CAD,2612.5,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,4.23,  NM8,424469,Sub-Regional - Foreign - EEA,500060079,Debit,Europe,0.68,2.03,6.93
